-19.914986,30.117477,-16.467487
-16.467487,8.067494,-5.319996
-5.319996,-0.962499,-13.579990
-13.579990,-19.809986,-6.947495
-6.947495,-20.072485,-5.022496
-5.022496,15.924989,-5.249996
-5.249996,22.417484,-0.700000
-0.700000,-22.347485,-6.579995
-6.579995,57.364960,14.559989
14.559989,-34.894974,27.054981
27.054981,-4.899996,8.294994
8.294994,-27.019979,-13.334991
-13.334991,-7.944994,-13.807490
-13.807490,-1.522499,8.294994
8.294994,3.797497,7.122495
7.122495,-2.152498,-0.332500
-0.332500,4.112497,0.105000
0.105000,-5.337496,-3.692497
-3.692497,-10.727492,0.577500
0.577500,5.074996,-14.664989
-14.664989,1.767499,-14.962489
-14.962489,4.462497,-9.012493
-9.012493,0.997499,-6.999995
-6.999995,-1.259999,7.612494
7.612494,-4.777496,-6.632495
-6.632495,2.694998,4.602497
4.602497,1.172499,-0.542500
-0.542500,1.767499,-7.839994
-7.839994,1.189999,2.414998
2.414998,1.889999,4.654996
4.654996,11.427492,-4.969996
-4.969996,1.924999,9.624993
9.624993,-6.527495,13.282491
13.282491,1.959999,4.584997
4.584997,3.324998,2.607498
2.607498,-1.802499,0.280000
0.280000,-2.747498,-11.917491
-11.917491,-10.832492,-5.564996
-5.564996,0.979999,4.252497
4.252497,-0.874999,-4.917496
-4.917496,-1.207499,-15.119989
-15.119989,-20.229986,-2.327498
-2.327498,13.369990,-0.087500
-0.087500,11.777492,26.109982
26.109982,-1.137499,14.734989
14.734989,-16.432487,14.034989
14.034989,-11.112492,-29.767479
-29.767479,-4.672497,5.827496
5.827496,-2.047498,1.522499
1.522499,19.792486,11.077492
11.077492,0.997499,14.192490
14.192490,-1.854999,20.614985
20.614985,-13.649990,-14.157490
-14.157490,-6.089995,-1.119999
-1.119999,-0.944999,-6.509995
-6.509995,5.634996,-10.289992
-10.289992,-4.304997,-6.772495
-6.772495,-0.017500,-16.974987
-16.974987,-6.719995,-11.287492
-11.287492,4.199997,3.377497
3.377497,-13.159990,3.639997
3.639997,9.852493,20.072485
20.072485,9.204993,15.977489
15.977489,14.664989,8.907494
8.907494,2.414998,-0.227500
-0.227500,-3.342498,1.469999
1.469999,-3.132498,-1.382499
-1.382499,-0.944999,4.724997
4.724997,-3.044998,3.377497
3.377497,-0.070000,-2.362498
-2.362498,-6.387496,6.212495
6.212495,2.799998,-1.067499
-1.067499,0.297500,-3.797497
-3.797497,0.892499,-3.447498
-3.447498,3.482497,-7.874994
-7.874994,-2.484998,-0.472500
-0.472500,-0.717499,-2.852498
-2.852498,1.977499,-8.049994
-8.049994,-1.749999,-5.407496
-5.407496,-4.987496,-8.032495
-8.032495,3.377497,-2.922498
-2.922498,-0.752499,-1.259999
-1.259999,-1.977499,0.595000
0.595000,-0.612500,5.669996
5.669996,-4.059997,-3.097498
-3.097498,4.409997,-2.204998
-2.204998,-7.857494,-1.784999
-1.784999,-1.679999,-2.519998
-2.519998,9.974993,-7.962494
-7.962494,4.007497,-10.132493
-10.132493,-7.297495,2.572498
2.572498,0.402500,-2.414998
-2.414998,3.219998,4.322497
4.322497,1.434999,3.447498
3.447498,10.097492,53.217461
53.217461,-12.074991,53.024963
53.024963,-2.099998,-16.467487
-16.467487,11.339992,-9.834992
-9.834992,-5.354996,-15.049989
-15.049989,2.922498,-0.542500
-0.542500,-0.035000,-5.284996
-5.284996,1.994999,-3.832497
-3.832497,-1.942499,-12.477491
-12.477491,-2.992498,-12.704990
-12.704990,-1.084999,-7.839994
-7.839994,-8.469994,1.749999
1.749999,5.372496,-6.807495
-6.807495,-0.560000,-9.379993
-9.379993,-1.627499,-6.982495
-6.982495,-3.604997,-1.574999
-1.574999,-2.624998,-7.559995
-7.559995,-0.804999,-7.419995
-7.419995,-13.544991,6.859995
6.859995,-10.639993,5.704996
5.704996,4.847497,-16.099989
-16.099989,7.437495,-0.560000
-0.560000,-3.937497,-3.254998
-3.254998,24.079983,-11.952492
-11.952492,16.764988,-19.127485
-19.127485,-11.619991,-12.284991
-12.284991,-9.117494,-3.552497
-3.552497,-17.079988,3.622497
3.622497,-10.692492,2.782498
2.782498,26.302481,15.679989
15.679989,9.607493,1.312499
1.312499,17.149988,-3.324998
-3.324998,20.457485,-9.274993
-9.274993,8.924994,-6.387496
-6.387496,17.832487,-2.572498
-2.572498,-13.597490,7.332495
7.332495,1.189999,4.969996
4.969996,-7.909994,-3.639997
-3.639997,-10.867492,-4.777496
-4.777496,0.122500,0.682500
0.682500,-10.447493,4.147497
4.147497,-23.012484,-6.229995
-6.229995,6.982495,8.522493
8.522493,-4.182497,9.887493
9.887493,11.742492,-23.712482
-23.712482,21.489985,-23.117483
-23.117483,2.957498,19.249987
19.249987,-0.332500,-26.494980
-26.494980,-12.162491,18.462486
18.462486,-17.027487,1.277499
1.277499,-5.232496,14.034989
14.034989,12.109991,6.142496
6.142496,4.077497,1.504999
1.504999,-0.350000,-8.942493
-8.942493,1.014999,1.924999
1.924999,0.997499,-4.374997
-4.374997,-5.757496,8.924994
8.924994,-1.697499,4.147497
4.147497,4.042497,-4.987496
-4.987496,13.247490,-10.062492
-10.062492,-0.682500,6.667495
6.667495,-4.392497,-16.764988
-16.764988,1.207499,3.867497
3.867497,-13.439990,10.517492
10.517492,-0.909999,-10.604992
-10.604992,4.409997,-2.554998
-2.554998,-5.722496,11.112492
11.112492,8.592494,-0.140000
-0.140000,1.102499,-5.092496
-5.092496,0.560000,10.219993
10.219993,-4.234997,-3.604997
-3.604997,20.194984,6.789995
6.789995,1.224999,-6.684995
-6.684995,-0.752499,7.454995
7.454995,-5.827496,-2.257498
-2.257498,4.497497,9.064994
9.064994,1.172499,4.077497
4.077497,5.529996,-0.315000
-0.315000,-1.644999,-3.272498
-3.272498,-5.249996,-0.507500
-0.507500,-1.189999,-1.714999
-1.714999,-1.802499,11.217492
11.217492,1.084999,3.954997
3.954997,21.839985,3.692497
3.692497,4.759996,4.287497
4.287497,3.464998,-37.397472
-37.397472,24.114983,-10.762492
-10.762492,3.062498,25.602482
25.602482,-36.854973,-3.534997
-3.534997,-18.882486,5.897496
5.897496,-3.097498,10.359992
10.359992,-12.074991,-6.457495
-6.457495,14.699989,51.029964
51.029964,79.834946,-28.997478
-28.997478,-15.819988,-41.579971
-41.579971,-38.937473,-23.344982
-23.344982,-32.567478,-5.319996
